Project No,Total A1-A5w,Cost,GIA,Total Kg,A5atCO2,A1_A5_kgCO2e_msq,Storeys,Grid_X,Grid_Y,Bays_X,"Typology_CLT, Glulam and Steel Column Hybrid",Typology_Composite Cell Beams with Metal Decking,Typology_Composite Rolled Steel with Metal Decking,Typology_Non-Composite Rolled Steel with PCC Planks,Typology_One-Way Spanning RC,Typology_PT RC Flat Slab,Typology_Precast Hollowcore with In-situ RC Beams,Typology_RC Flat Slab,Typology_RC Rib Slab,Typology_Steel Frame with CLT Slabs,Typology_Two-way RC Slab,Building Use_Education,Building Use_Healthcare,Building Use_Office,Building Use_Residential,Has Basement_No,Has Basement_Yes,Has Transfer Deck_No,Has Transfer Deck_Yes
296,35914.30222639111,91339739.0713,127296.0,127766097.97988918,639.3781734988482,287.15498051698376,26,6,6,17.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
297,39194.59657803796,106649743.2935,127296.0,131283309.36778884,746.5482030544231,313.76590608575583,26,6,6,17.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
298,32295.03705840006,101422253.8309,127296.0,94560768.09981656,709.9557768165984,259.2775329563903,26,6,6,17.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0
299,28862.07343098952,87381327.9327,127296.0,110432219.51644194,611.669295529209,231.5370689300428,26,6,6,17.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
303,25378.69628604561,42274726.3523,68544.0,182522949.56499648,295.9230844660167,374.57136103104034,16,8,8,7.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
304,22193.29995683228,38354656.72,68544.0,158580903.14926302,268.48259704003505,327.6987417406675,16,8,8,7.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0
305,26936.65939680865,43522050.8492,68544.0,166813035.69115227,304.6543559445908,397.4281301463767,16,8,8,7.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0
306,23924.580910404457,37963578.8961,68544.0,168157607.26573825,265.7450522728866,352.9167536571741,16,8,8,7.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
307,23223.47849298805,36384903.6752,68544.0,166636367.8891971,254.69432572672127,342.5270310853579,16,8,8,7.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
308,24144.753331701628,53555661.5664,68544.0,150571634.78546977,374.8896309647206,357.7212150248942,16,8,8,7.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
309,21690.113265046675,50676513.9735,68544.0,122229330.22106872,354.7355978145408,321.61602566032354,16,8,8,7.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
310,24175.06696109838,61674369.3622,68544.0,124668241.2291888,431.72058553562175,358.99258208791434,16,8,8,7.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
311,19289.394269961693,54059878.5779,68544.0,101995605.42576104,378.41915004507086,286.93705386331067,16,8,8,7.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
312,19683.771130475463,70597542.5318,68544.0,113755700.95564383,494.18279772253993,294.3795799515348,16,8,8,7.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
313,3449.0220219065072,6630376.1022,14406.0,35910398.88466996,46.41263271556758,242.6374187576062,6,7,7,6.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0
314,3202.445502127008,7307155.1697,14406.0,34934545.88825501,51.150086187599726,225.85003389661307,6,7,7,6.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0
315,3248.91475261769,7214121.6609,14406.0,34616478.13063455,50.4988516259761,229.0305153577444,6,7,7,6.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0
316,3152.108253475113,6180887.2823,14406.0,33966294.77194046,43.2662109758605,221.80858423233195,6,7,7,6.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0
317,3366.1683861252814,6683831.2695,14406.0,35423915.952030346,46.78681888658662,236.9120647655052,6,7,7,6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0
318,3490.356738639985,7084386.1782,14406.0,36440416.11591734,49.59070324737835,245.7272970906125,6,7,7,6.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
319,3150.4714955228533,8212872.9277,14406.0,33305704.268982157,57.49011049416744,222.6823272259489,6,7,7,6.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
320,3590.89749532632,8799026.4491,14406.0,32511201.67214867,61.59318514363214,253.53954466680216,6,7,7,6.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
321,3632.5577289628095,9195415.3392,14406.0,32368723.97900065,64.36790737443991,256.62402029274256,6,7,7,6.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
322,2875.565110992856,8416729.2647,14406.0,28964735.044493187,58.91710485311542,203.69861278953007,6,7,7,6.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
323,2781.7884127400107,8980031.3419,14406.0,29172783.15561157,62.86021939326705,197.4627677449172,6,7,7,6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
325,16878.241912140038,30412952.1954,39424.0,106238627.299164,212.8906653679691,433.5210170837055,27,8,8,11.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
326,18136.36497751313,31405031.3663,39424.0,111807582.28159076,219.83521956440487,465.6097858430788,27,8,8,11.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
327,17706.490591738646,28472121.4442,39424.0,108573132.40261692,199.30485010948053,454.18515223843673,27,8,8,11.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
329,17805.656517145617,28956569.4394,39424.0,111299494.7004525,202.6959860760365,456.7865387383739,27,8,8,11.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
330,18938.755908014457,39137621.9635,39424.0,107049573.32507429,273.9633537444396,487.3356143912057,27,8,8,11.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
332,18596.38169057664,41273572.2397,39424.0,92117228.92372295,288.9150056782094,479.0304559723733,27,8,8,11.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
333,16572.43093630855,36510575.1991,39424.0,87399495.15603398,255.5740263940151,426.8467167893304,27,8,8,11.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
334,17287.883824787918,42555978.4757,39424.0,93773547.37804218,297.8918493302278,446.067767707948,27,8,8,11.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
335,23773.724373369503,34080761.5147,55440.0,134462917.7647762,238.56533060256183,433.1221086575048,20,7,7,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
336,18428.911046468227,33625815.7035,55440.0,105325422.39978424,235.3807099245891,336.6574992134347,20,7,7,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
337,17746.43366110497,33041940.7007,55440.0,98775428.20936404,231.2935849052276,324.2735794734884,20,7,7,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
338,18872.43179498771,32391776.8281,55440.0,105961395.30350666,226.74243779641492,344.5016997255434,20,7,7,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
339,18795.2873856174,31311349.8442,55440.0,106513835.8533312,219.1794489096769,342.9737885015706,20,7,7,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
340,20683.230451044987,45078018.0363,55440.0,102055256.4099241,315.54612625394344,378.7658112788407,20,7,7,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
341,18220.133898572567,41917532.1413,55440.0,77997110.74815461,293.42272498938974,333.9386115361104,20,7,7,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
342,18436.184871119345,44405082.2296,55440.0,76257726.71121259,310.835575607222,338.1497194575499,20,7,7,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
343,15991.528142640766,42388921.3938,55440.0,64019291.51963005,296.7224497563931,293.7996138599776,20,7,7,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
344,15848.257082959231,46731826.4439,55440.0,70000096.50725864,327.1227851070991,291.7637061339526,20,7,7,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
345,27046.915947733127,49466382.6437,85536.0,156417613.05906764,346.26467850558106,320.2532340329067,18,11,11,12.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
346,28510.019166728387,47722507.3641,85536.0,158238205.45495865,334.05755154871747,337.21563690466127,18,11,11,12.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
347,31302.6655386024,48244675.0415,85536.0,161448272.33707228,337.71272529066385,369.90715329093086,18,11,11,12.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0
348,25485.44060556787,40538697.4903,85536.0,146196800.18426144,283.7708824319909,301.26743696221314,18,11,11,12.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
349,27717.815598071767,64773736.1502,85536.0,129223978.73383608,453.4161530515161,329.34941721758423,18,11,11,12.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
350,25073.18849633545,63047288.9763,85536.0,93387478.38841628,441.3310228342094,298.2898372517964,18,11,11,12.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
351,27149.63908295824,72632955.0148,85536.0,96502117.49536055,508.4306851036001,323.350048728744,18,11,11,12.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
352,22931.963072681137,68884601.1603,85536.0,71805176.7529666,482.19220812184943,273.7345127291782,18,11,11,12.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
353,20940.287540625857,62780405.247,85536.0,84309030.23153599,439.4628367292605,249.95031773002148,18,11,11,12.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
354,85262.84876052816,197290947.8914,282240.0,503085774.9454094,1381.0366352395656,306.98655539883686,20,10,10,16.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
355,76602.10543941785,187839651.0857,282240.0,394798012.7974664,1314.8775576000262,276.0664080109761,20,10,10,16.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
357,66049.9695703075,196857442.5442,282240.0,312997255.84678304,1378.0020978092366,238.90296084225037,20,10,10,16.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0
358,59701.43934877768,184948991.693,282240.0,336131570.72707474,1294.6429418512023,216.11423714083364,20,10,10,16.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
359,27436.990090310144,40585190.9043,97200.0,152176089.24671197,284.0963363302734,285.19636241399604,15,8,8,10.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
360,21260.56343461247,42148723.87,97200.0,122735483.45655312,295.04106708966714,221.76547841257343,15,8,8,10.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
361,21366.697880077874,40941815.4621,97200.0,118252623.2627451,286.5927082345367,222.7704793036256,15,8,8,10.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
362,23196.592170170275,37290744.1423,97200.0,120750177.37344658,261.03520899638886,241.3336150120027,15,8,8,10.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
363,23691.621131212098,38620138.7634,97200.0,131594864.87358788,270.3409713435098,246.52224385345275,15,8,8,10.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
364,21847.670856459,36979047.4819,97200.0,125570622.42471068,258.8533323731706,227.4333764283145,15,8,8,10.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
365,21541.10349055629,57215563.9701,97200.0,98433684.86683474,400.5089477906197,225.73675348093525,15,8,8,10.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
366,21746.37739967101,55630130.5189,97200.0,80779406.99443454,389.4109136321472,227.734447667728,15,8,8,10.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
367,24543.98088851013,68054294.5873,97200.0,83180647.3759714,476.3800621107877,257.4111208911617,15,8,8,10.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
368,18195.306020067663,57843966.977,97200.0,58142931.708786406,404.9077688388154,191.36022416570455,15,8,8,10.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
369,17662.903798907948,74258868.9895,97200.0,63815408.92985485,519.8120829264251,187.06497820817256,15,8,8,10.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
370,103989.59041961268,142224371.4707,278784.0,793568116.7088513,995.5706002948888,376.5824474141542,10,12,12,16.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
371,80180.43436557401,146592846.8342,278784.0,675710108.7164643,1026.149927839539,291.2885398495378,10,12,12,16.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
372,90550.17833042702,127066118.7781,278784.0,688675528.737452,889.4628314466177,327.9945806139292,10,12,12,16.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
373,78266.82157995408,119706887.406,278784.0,668602557.4908341,837.9482118420715,283.7493177219501,10,12,12,16.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
374,71682.80834755019,171622900.495,278784.0,497965942.9005451,1201.360303464725,261.43598144446923,10,12,12,16.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
375,75460.46257826651,191879317.1673,278784.0,501797051.9778899,1343.1552201708994,275.49507073016173,10,12,12,16.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
376,65268.39568015137,187287855.8579,278784.0,443450605.7546018,1311.0149910050263,238.82077404426505,10,12,12,16.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
377,56351.83304842547,164904411.6293,278784.0,454072334.9463934,1154.3308814048607,206.27497966106492,10,12,12,16.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
378,49962.70933365808,82351043.9798,145152.0,359533629.8345852,576.4573078589312,348.1809871136258,17,8,8,12.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
379,43857.22663124322,74626934.5815,145152.0,313334580.92232096,522.3885420706736,305.74580559216474,17,8,8,12.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
380,53393.12613373636,83958559.631,145152.0,330076333.20337474,587.7099174172877,371.8917827598218,17,8,8,12.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
381,49410.35016785657,74805527.0981,145152.0,348991228.3903302,523.6386896865974,344.0117177685679,17,8,8,12.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
382,47719.59903101944,71932358.6135,145152.0,344031833.41647327,503.5265102945941,332.2250161300845,17,8,8,12.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
383,48349.25218803485,106847480.8218,145152.0,298005932.07093465,747.9323657523087,338.2466969369155,17,8,8,12.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
384,43047.60704694792,100328348.2737,145152.0,240460693.5252348,702.2984379155521,301.4075278663985,17,8,8,12.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
385,48381.31493995775,123759511.6198,145152.0,245481687.4817014,866.3165813385447,339.28317571439794,17,8,8,12.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
386,39316.45732131096,108812358.9259,145152.0,206814564.07420492,761.686512481076,276.11155088315724,17,8,8,12.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
387,38245.78448853324,138988063.0204,145152.0,220938729.4114772,972.9164411429514,270.19056526727974,17,8,8,12.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
388,16911.194291142787,25486978.2925,60775.0,101987477.6069062,178.40884804720432,281.19462178839973,5,11,11,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0
389,14391.891734086465,30292015.3352,60775.0,91225005.97630404,212.04410734648044,240.29511874015543,5,11,11,5.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0
390,12095.5582280346,22918339.3232,60775.0,78721294.62343656,160.4283752620642,201.6616471130673,5,11,11,5.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0
391,12431.993635663584,32746741.8534,60775.0,67685260.62401545,229.22719297389304,208.329425399218,5,11,11,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
392,11416.765230854784,32295622.4313,60775.0,48139381.86194227,226.06935701886155,191.5727616268802,5,11,11,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
393,12774.075701230842,38820912.2093,60775.0,49301837.76752204,271.74638546512426,214.6577060748,5,11,11,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
394,9451.577613310625,34546002.5544,60775.0,33103776.524623275,241.8220178806025,159.49649742807446,5,11,11,5.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0
395,7740.915588604287,33700984.6936,60775.0,34151328.48746318,235.90689285550823,131.25170681134998,5,11,11,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
396,76004.06174650669,181118318.7854,311040.0,355757407.1124045,1267.8282314980909,248.43071623586928,10,9,9,18.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
397,60505.64764909703,172607824.3684,311040.0,201080358.0551328,1208.2547705786887,198.4114661126405,10,9,9,18.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
398,67746.65248576594,208805351.8502,311040.0,207286327.02585348,1461.6374629511376,222.5060762240132,10,9,9,18.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
399,52794.63034582388,192075639.6749,311040.0,127687692.42778768,1344.5294777244803,174.05851280718994,10,9,9,18.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0
400,37731.11399681047,180924947.7864,311040.0,120986002.9160235,1266.4746345047442,125.37804986919758,10,9,9,18.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
401,60763.87491930814,81960647.5242,147000.0,391688988.0596576,573.7245326696469,417.26258130597137,24,7,7,7.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0
402,47381.59724280001,81155216.8275,147000.0,318761521.24179244,568.0865177922273,326.188324901988,24,7,7,7.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0
403,40427.83636272796,73465493.2734,147000.0,271025098.026285,514.2584529137605,278.51765180708657,24,7,7,7.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0
404,43015.21801172816,71136139.9622,147000.0,285442968.0003712,497.9529797351945,296.00796592832216,24,7,7,7.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0
405,47716.44656075492,105960478.7414,147000.0,273841568.3605272,741.7233511899261,329.6474143669717,24,7,7,7.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
406,40808.01338936323,94187846.9105,147000.0,212017716.98935303,659.3149283738276,282.09066882814324,24,7,7,7.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
407,41368.69059745073,102064789.8927,147000.0,206524560.85395584,714.4535292490551,286.27989201836584,24,7,7,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
408,34938.670830073046,95334440.2229,147000.0,172345740.4090476,667.3410815603897,242.21776810634992,24,7,7,7.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0
409,33156.5500563856,103697372.4818,147000.0,182318486.2186558,725.8816073729081,230.49273240652047,24,7,7,7.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
410,73763.61905666704,98399142.3216,185472.0,417204649.7286583,688.7939962510382,401.4213091621273,23,6,6,8.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
411,55935.54943406172,96420778.9074,185472.0,320468243.13197577,674.945452351856,305.22394154596697,23,6,6,8.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
412,45796.413219459486,84999468.0834,185472.0,257242149.7566676,594.9962765839692,250.1262157956104,23,6,6,8.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
413,47414.341679760015,81941704.6952,185472.0,263340254.78318065,573.5919328661732,258.7341141122444,23,6,6,8.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
414,58351.61815480767,137335221.9391,185472.0,262856425.29026595,961.3465535739824,319.7947113762813,23,6,6,8.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
415,46754.62866882254,112534881.0928,185472.0,181555462.3216216,787.7441676492709,256.33180661486267,23,6,6,8.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
416,50611.92489351294,130279593.6966,185472.0,183996558.0401407,911.9571558763722,277.79870842709045,23,6,6,8.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
417,41590.82313454582,125761573.3626,185472.0,137820455.8610757,880.3310135384298,228.9895733484529,23,6,6,8.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
418,39177.36802412876,140848913.263,185472.0,149960270.89845493,985.942392840956,216.5464890493968,23,6,6,8.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
419,85078.78885346741,122077967.5233,242352.0,462949926.1360665,854.5457726634422,354.58067037256086,33,8,8,6.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
420,72300.41218822062,128677185.6996,242352.0,404730554.0239095,900.7402998973778,302.044763352966,33,8,8,6.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
421,73312.45038422545,127279739.5823,242352.0,398901820.4102215,890.9581770759328,306.1803020453778,33,8,8,6.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
422,72759.73788118866,112017381.9477,242352.0,379046834.5531173,784.1216736340332,303.4588514013612,33,8,8,6.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0
423,78843.87423994427,120943323.879,242352.0,432011160.7497301,846.60326715275,328.8212084368894,33,8,8,6.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
424,72775.441270011,115687269.4337,242352.0,406194352.70065033,809.8108860359181,303.6296467784335,33,8,8,6.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
425,74092.38329721837,178571553.9511,242352.0,272820130.8991461,1250.0008776577083,310.87997695449627,33,8,8,6.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
426,59511.693446640566,164000253.5479,242352.0,202848245.95688704,1148.0017748354098,250.2958309462104,33,8,8,6.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
427,46721.30563617449,66473773.285,98000.0,240896915.6909865,465.3164129951985,481.4961433588744,25,10,10,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0
428,39144.25978659967,59417288.154,98000.0,223594341.18971792,415.9210170776967,403.6753143232384,25,10,10,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0
429,36551.93993197037,85329822.97,98000.0,145859734.40436158,597.3087607902537,379.0739662526595,25,10,10,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
430,38502.30377077219,94246786.1335,98000.0,149617025.73689926,659.7275029346074,399.6125640174163,25,10,10,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
431,31726.36223738484,85524570.4988,98000.0,113637833.44974811,598.6719934916903,329.84728807016864,25,10,10,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0
432,31848.602470983675,81709428.916,98000.0,137655189.48320028,571.9660024120574,330.8221272795483,25,10,10,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
437,13241.933532768517,23628934.9714,54432.0,88143789.42081675,165.40254479975164,246.31349348854104,3,8,8,14.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
438,10566.42668566241,25650743.5498,54432.0,76107780.94620135,179.55520484850126,197.4203022213204,3,8,8,14.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
439,10304.074153661157,24638240.9495,54432.0,71310363.51701649,172.46768664680084,192.47027190454068,3,8,8,14.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
440,11447.11335749812,22793575.3204,54432.0,73070028.92421217,159.5550272429566,213.23244387016973,3,8,8,14.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
441,11463.1034615263,22757904.73,54432.0,78212669.62676114,159.30533311013488,213.5216195369715,3,8,8,14.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
442,10574.131095090885,22984636.0547,54432.0,75727313.297894,160.89245238321158,197.21898051649944,3,8,8,14.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
443,9989.965383720246,29615760.4435,54432.0,64163762.77608517,207.3103231047853,187.33972124531587,3,8,8,14.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
444,10462.00127833101,29635784.7603,54432.0,55439474.34542265,207.4504933217732,196.01432561090505,3,8,8,14.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
445,12115.712723996252,37072158.2252,54432.0,56746797.62767755,259.5051075765689,227.35188550067647,3,8,8,14.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
446,8830.865414992535,31986474.5541,54432.0,42244400.28885765,223.905321878953,166.35013846398235,3,8,8,14.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
447,7894.18610050871,40427922.2833,54432.0,43182038.52397695,282.9954559831726,150.22746833649109,3,8,8,14.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
448,27025.73507950321,64184169.6578,103680.0,123970613.2149542,449.2891876047824,264.99830504540887,12,9,9,12.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
449,22095.49776028001,62207695.6742,103680.0,72437931.81175523,435.4538697194003,217.31241927082763,12,9,9,12.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
450,25409.83550388123,77975645.8071,103680.0,75424766.58415957,545.8295206495928,250.3439913631445,12,9,9,12.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
451,21714.38940540727,76587649.2458,103680.0,50083634.81259465,536.113544720812,214.60747444182175,12,9,9,12.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
