Project No,Total A1-A5w,Cost,GIA,Total Kg,A5atCO2,A1_A5_kgCO2e_msq,Storeys,Grid_X,Grid_Y,Bays_X,"Typology_CLT, Glulam and Steel Column Hybrid",Typology_Composite Cell Beams with Metal Decking,Typology_Composite Rolled Steel with Metal Decking,Typology_Non-Composite Rolled Steel with PCC Planks,Typology_One-Way Spanning RC,Typology_PT RC Flat Slab,Typology_Precast Hollowcore with In-situ RC Beams,Typology_RC Flat Slab,Typology_RC Rib Slab,Typology_Steel Frame with CLT Slabs,Typology_Two-way RC Slab,Building Use_Education,Building Use_Healthcare,Building Use_Office,Building Use_Residential,Has Basement_No,Has Basement_Yes,Has Transfer Deck_No,Has Transfer Deck_Yes
624,50923.83519639874,142351537.1091,237600.0,252640802.38573223,996.460759763924,218.51976412526372,32,10,10,8.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
625,4291.197710301439,8713401.6957,11200.0,34692609.10610499,60.99381186962714,388.58852876527374,1,8,8,7.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
626,3882.371236607289,7879782.2112,11200.0,34114520.15795134,55.15847547827592,351.56515286478253,1,8,8,7.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
627,3874.782979434213,8480982.0808,11200.0,34076048.65430689,59.36687456549519,351.2633798214025,1,8,8,7.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
628,3874.297252785443,7526345.1232,11200.0,34073406.83966804,52.684415862583776,350.62336327214524,1,8,8,7.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
629,3889.05463940347,7892909.5808,11200.0,34151844.34765,55.25036706549518,352.17008986330046,1,8,8,7.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
630,3882.978131193862,7807599.857,11200.0,34117849.69725693,54.65319899878856,351.57422591005803,1,8,8,7.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
631,3917.219667640542,8247539.6989,11200.0,33991739.36067949,57.73277789264921,354.9064683511778,1,8,8,7.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
632,3873.208086505486,8145883.5452,11200.0,33819780.56249662,57.02118481667323,350.91332779662133,1,8,8,7.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
633,3876.090009562361,8162837.3217,11200.0,33832330.27464992,57.13986125173562,351.1812384655444,1,8,8,7.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
634,3865.074008654977,9989463.4532,11200.0,33782042.68498215,69.92624417237525,351.3393082881565,1,8,8,7.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
635,3852.204796029738,9673005.7065,11200.0,33816604.222577326,67.71103994528151,349.99248535491245,1,8,8,7.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
636,15025.801328236095,27666519.5053,43200.0,207375817.49728903,193.66563653693927,352.3024760364129,2,8,8,15.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0
637,13630.376807601451,28579552.5182,43200.0,200932387.29015195,200.05686762765777,320.1489276673405,2,8,8,15.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0
638,13207.22501426394,27829678.7541,43200.0,197002078.1276213,194.807751278447,310.2322399431108,2,8,8,15.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0
639,13755.021949710685,26802717.0861,43200.0,197906076.9234801,187.6190196029657,322.7463187341122,2,8,8,15.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0
640,13752.015456139705,27081675.7287,43200.0,200476561.04685044,189.57173010082383,322.7219256074196,2,8,8,15.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0
641,13463.770731380986,27661688.1379,43200.0,199664102.138067,193.6318169653493,316.143577508017,2,8,8,15.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
642,13209.567606261966,30563107.0782,43200.0,194216259.69004592,213.94174954773464,310.7293832363357,2,8,8,15.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
643,13530.091098516366,30850967.3622,43200.0,189816760.4547546,215.9567715352021,318.19555254749,2,8,8,15.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
644,12343.751118259632,31298907.2894,43200.0,182692203.56534123,219.09235102548843,290.80656178900745,2,8,8,15.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
645,11968.3462831687,34930608.2872,43200.0,183036163.34141657,244.5142580101294,282.7051051198803,2,8,8,15.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
646,14179.213004569136,26611467.3652,53760.0,169288645.1142264,186.28027155614947,267.21527671364004,4,6,6,16.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
647,13035.40465174714,27313118.5068,53760.0,165223296.53148508,191.1918295477148,246.03044050027637,4,6,6,16.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
648,12694.545196404864,27283871.524,53760.0,162635086.03846943,190.9871006679768,239.6862406449561,4,6,6,16.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
649,13096.057497275557,24676030.1724,53760.0,162278070.4966395,172.73221120694197,246.8152847559988,4,6,6,16.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
650,12942.901119461814,25659579.5,53760.0,163497620.0328437,179.61705649989608,244.09446011833535,4,6,6,16.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
651,13754.42045471158,27128283.2771,53760.0,168546723.94895947,189.89798293965976,259.38092331940544,4,6,6,16.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
652,12998.990942872157,30059388.5063,53760.0,160850472.11874795,210.415719543982,245.71068940506208,4,6,6,16.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
653,13404.36963896876,29579129.1389,53760.0,155916472.67693016,207.0539039725626,253.18868197435492,4,6,6,16.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
654,13851.833587737725,31664122.7638,53760.0,156152549.33943492,221.64885934679728,261.7835276615424,4,6,6,16.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
655,11533.797254804746,31475277.9598,53760.0,145786848.04341447,220.32694571867427,218.6407031347362,4,6,6,16.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
656,11292.240186949984,33364720.4848,53760.0,146239972.34505016,233.5530433937857,214.3934752668112,4,6,6,16.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
657,20811.498517181688,30715890.3529,77616.0,120534277.06734376,215.0112324704019,270.90432062528464,8,9,9,14.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
658,15898.649322613002,33462178.2075,77616.0,96431492.28110194,234.23524745252288,207.8551403069667,8,9,9,14.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
659,14724.189269430091,29947282.7783,77616.0,86482388.59229818,209.630979448353,192.40646579156933,8,9,9,14.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
660,17098.352415128593,29339191.1051,77616.0,89828120.0473351,205.3743377359325,222.94020244362665,8,9,9,14.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0
661,16751.046098703482,28066795.2844,77616.0,98396276.49147686,196.46756699091543,218.35077388289008,8,9,9,14.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
662,15114.603400573242,27920310.9564,77616.0,91927617.2105384,195.4421766944879,197.25373089656424,8,9,9,14.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
663,16419.002090662296,42830694.3667,77616.0,80698871.85034865,299.81486056662413,215.4042588026814,8,9,9,14.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
664,13955.054878327652,38274392.6331,77616.0,54113274.44283118,267.9207484314997,183.2479852963197,8,9,9,14.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
665,15726.315402062695,46571832.6036,77616.0,55444362.91192657,326.0028282249355,206.8171283019948,8,9,9,14.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
666,11708.123031198584,41991213.2878,77616.0,35705764.25834733,293.93849301465065,154.63385802171246,8,9,9,14.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
667,9629.33378833862,50426718.3282,77616.0,36404205.61577321,352.9870282973274,128.61163699025906,8,9,9,14.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
670,24747.49501484533,35844723.3382,66000.0,164673579.39874628,250.91306336731608,378.7637587607977,19,10,10,15.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0
671,20154.91199854273,38046799.9519,66000.0,140640599.3969947,266.327599663391,309.41272118494123,19,10,10,15.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0
672,20682.92085722117,36317616.8191,66000.0,141717082.29641476,254.22331773340963,317.2294571962815,19,10,10,15.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0
673,21452.690806403207,34507427.8382,66000.0,139970355.39038226,241.55199486716705,328.7006485040966,19,10,10,15.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0
674,23279.45684408641,35669378.5203,66000.0,158653077.81337082,249.6856496422815,356.5021589958892,19,10,10,15.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0
675,19559.98514005284,32446068.4365,66000.0,138080756.89980394,227.1224790552432,299.80466089557706,19,10,10,15.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0
676,21650.44953112889,48291724.7263,66000.0,131017395.52723292,338.0420730842276,333.15896370019874,19,10,10,15.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
677,18528.54865884342,44218037.4591,66000.0,101115569.89838324,309.52626221371094,285.42537759177475,19,10,10,15.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
678,19646.89408805952,49566972.5758,66000.0,102212812.63918564,346.96880803089306,302.9373166074305,19,10,10,15.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
679,16117.438549309732,45523798.7347,66000.0,84541960.41731548,318.6665911429357,249.0318960674647,19,10,10,15.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0
680,15416.239538175689,50560323.2705,66000.0,92163762.01315512,353.9222628933091,238.9418454707424,19,10,10,15.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
681,58223.8625958371,103323625.3864,182400.0,332635965.01416206,723.2653777045227,323.1750437145922,20,10,10,19.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
682,67192.87467503836,96476865.3541,182400.0,329188216.0486588,675.3380574785921,372.0844996300272,20,10,10,19.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
683,55089.63203811425,82985015.5332,182400.0,315432544.2272784,580.8951087321709,305.2112233927984,20,10,10,19.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
684,57442.265136634094,137389669.3266,182400.0,256683302.978357,961.7276852860166,320.19732906754444,20,10,10,19.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
685,52593.91209166381,135237146.361,182400.0,183149523.73142987,946.6600245269613,293.53383835630905,20,10,10,19.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
686,47611.27832638219,148474511.7359,182400.0,132304397.3499203,1039.3215821514943,266.72478020029433,20,10,10,19.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
687,45815.111836449134,148017442.1393,182400.0,166935455.738014,1036.122094975105,256.85983515035224,20,10,10,19.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
688,7459.634909950917,10296922.8734,20592.0,43772478.20043873,72.07846011388733,365.75919629296834,6,11,11,8.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
689,5656.051199901421,10911628.9311,20592.0,35059113.95626111,76.38140251776724,278.3815366365185,6,11,11,8.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
690,5428.399119173339,8785746.8619,20592.0,33840760.50682916,61.500228033507376,266.60350365223616,6,11,11,8.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
691,5342.138149753145,12625703.7841,20592.0,28027728.468914032,88.37992648837042,263.7197977972763,6,11,11,8.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
692,4857.559111725273,12310431.6979,20592.0,21775005.949822955,86.17302188506905,240.08023181868407,6,11,11,8.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
693,5725.624225997817,16148265.3141,20592.0,22549501.004541878,113.03785719859924,283.54031095553694,6,11,11,8.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
694,4838.822425525745,15342342.1292,20592.0,18121752.096714243,107.39639490471173,240.2009916681457,6,11,11,8.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
695,10703.738058595542,16339992.3583,31104.0,69482876.58340867,114.37994650834504,347.80471981429673,3,6,6,9.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
696,7642.187242501353,16434216.6849,31104.0,53395380.08343031,115.03951679396891,249.39643644853783,3,6,6,9.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
697,5765.217736491382,13917775.3681,31104.0,41050885.638471246,97.42442757685372,188.48515187976585,3,6,6,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
698,8503.575844248451,17813498.2656,31104.0,44381723.45178608,124.69448785951606,277.4006665415371,3,6,6,9.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
699,6120.007316705189,13586059.2386,31104.0,42590536.6836656,95.10241466997866,199.81705669287444,3,6,6,9.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
700,7318.462008592888,15014331.3452,31104.0,50413004.25145961,105.1003194161689,238.66905632745167,3,6,6,9.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
701,7058.486423879637,19456584.5593,31104.0,42247728.62865552,136.19609191513405,231.31052327015084,3,6,6,9.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
702,6254.244078026909,18146941.532,31104.0,32326993.007344324,127.0285907238375,205.15922931940412,3,6,6,9.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
703,6986.048165772135,21446741.2763,31104.0,33164408.41152053,150.12718893381424,229.42950600263467,3,6,6,9.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
704,5936.984772828511,22293306.7387,31104.0,25332985.669576146,156.05314717055754,195.89242283947624,3,6,6,9.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
705,4569.84595256886,22675588.3784,31104.0,25378353.00617195,158.72911864898407,152.02466149748724,3,6,6,9.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
706,29570.270311715227,46515378.5052,91140.0,160864242.01396587,325.6076495362256,328.0214830069284,31,7,7,6.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
707,26701.65254994329,51098080.6028,91140.0,147930411.83608568,357.6865642198392,296.89860779200274,31,7,7,6.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
708,27277.35197003714,50427722.33,91140.0,146200207.58792117,352.9940563097939,303.1637703132207,31,7,7,6.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
709,27174.930297028863,43720490.0082,91140.0,143872525.05319938,306.0434300575779,301.5248379096603,31,7,7,6.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
710,28849.97174014792,47512054.469,91140.0,156962802.67083663,332.58438128301003,320.19482248662416,31,7,7,6.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
711,29563.393020770716,48299822.6361,91140.0,163038646.44524404,338.0987584526328,328.0830785519349,31,7,7,6.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
712,28806.724312845945,69405180.7819,91140.0,132866704.9586567,485.8362654730368,321.40180577484074,31,7,7,6.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
713,31911.478455863587,73022568.7555,91140.0,128327297.92382792,511.1579812885967,355.7454074736909,31,7,7,6.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
714,30501.27155399856,73852277.2493,91140.0,117728154.49223262,516.9659407453427,340.33615859934065,31,7,7,6.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
715,26076.15531689624,65929984.5704,91140.0,102441902.86165902,461.5098919927136,291.17473347475266,31,7,7,6.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
716,26002.80724001559,71922531.5402,91140.0,107355826.37509649,503.45772078108587,290.8302058459148,31,7,7,6.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
717,16210.887742752198,22239126.681,35280.0,92044696.5069142,155.6738867667559,463.90480809294087,21,7,7,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
718,12430.17411665318,21498451.2074,35280.0,71323480.98458469,150.48915845165325,356.59476403358366,21,7,7,5.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
719,11075.475570152876,20380462.9309,35280.0,61635288.16341763,142.66324051615078,317.97445608472304,21,7,7,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
720,13047.857469053244,22182879.4151,35280.0,65401292.47613892,155.28015590603675,374.238594811771,21,7,7,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
721,11629.826123772127,19815955.6279,35280.0,64752217.97025628,138.71168939507572,333.57533484034025,21,7,7,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
722,12235.37956494924,19657824.9469,35280.0,69796783.91241226,137.6047746280061,350.70817289051155,21,7,7,5.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
723,12730.36363022637,29008905.1762,35280.0,59891308.03644757,203.062336233544,366.5937065323105,21,7,7,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
724,11103.923098444082,25665362.164,35280.0,46427342.62531704,179.6575351482379,319.829383038331,21,7,7,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
725,10023.33456294295,27118834.8494,35280.0,38044482.63614676,189.8318439458167,289.48884373267475,21,7,7,5.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
726,10254.09653559063,30048399.1894,35280.0,44244448.85187586,210.33879432566084,296.6109787391239,21,7,7,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
727,119504.56542323293,173543267.3049,332640.0,650238772.8581338,1214.802871134265,362.9129638479052,33,7,7,20.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
728,101208.16395736852,181108796.389,332640.0,558200957.9513346,1267.7615747232976,308.06855919941023,33,7,7,20.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
729,104283.06125270324,164340891.312,332640.0,571839454.3623304,1150.386239183982,316.9596184821044,33,7,7,20.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
730,3822.612299294223,8874774.5122,19656.0,30412132.740541417,62.1234215850889,197.6361274358624,2,6,6,18.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0
731,3474.08764745104,9983364.6913,19656.0,28854566.60918634,69.88355283885073,180.2997151144633,2,6,6,18.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0
732,3349.571846185522,9531971.9791,19656.0,27906066.08440172,66.72380385336277,173.80421499994327,2,6,6,18.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0
733,3293.272847184713,8022837.7513,19656.0,26786130.279396165,56.15986425924329,170.40255959727088,2,6,6,18.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0
734,3402.714667821091,8721424.5243,19656.0,28106273.62256956,61.04997167032844,176.2192022533282,2,6,6,18.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0
735,4042.364991553962,9895876.3315,19656.0,31819610.25025848,69.27113432080688,209.179697083576,2,6,6,18.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0
736,3213.403272775909,10685492.7381,19656.0,26120370.33231768,74.79844916702129,167.28742989127647,2,6,6,18.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
737,3825.561751581559,11191309.2713,19656.0,24973565.25562006,78.33916489893056,198.61115773710264,2,6,6,18.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
738,4127.546742188753,12569603.3395,19656.0,25195872.807212275,87.98722337616086,214.46550496362,2,6,6,18.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
739,2727.1354099754203,10520906.3923,19656.0,19807031.0810273,73.64634474596262,142.48991426136462,2,6,6,18.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0
740,2633.72274151957,10695034.2142,19656.0,20005091.1738544,74.86523949935778,137.79955133388927,2,6,6,18.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
745,18147.22008816574,25574646.0524,38880.0,158011655.9339717,179.02252236672487,471.3539766083453,5,12,12,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
746,14225.77949611933,26322946.6848,38880.0,137878404.14056906,184.2606267935517,370.6286039843848,5,12,12,3.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
747,16243.755275899815,24592608.2755,38880.0,140697174.87157187,172.14825792858537,422.2197410964095,5,12,12,3.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0
748,13540.29389886051,22106332.2667,38880.0,134141419.4058663,154.74432586683326,352.23863746726704,5,12,12,3.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
749,13857.798027913448,29794784.1182,38880.0,126085035.80359793,208.5634888275785,361.7891336610346,5,12,12,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
750,13021.282372868338,28938226.4008,38880.0,114534158.51001184,202.5675848059388,340.1195976768076,5,12,12,3.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
751,14623.254945616489,35566271.4689,38880.0,117137750.1843032,248.9639002824373,382.515916818388,5,12,12,3.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
752,12693.964660430833,32602860.265,38880.0,107400159.686839,228.22002185517627,332.36071713698584,5,12,12,3.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
753,23965.70278050101,33569932.489,84480.0,136721248.14643535,234.9895274229164,286.466528266145,11,8,8,16.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0
754,18036.972132985964,35585030.6107,84480.0,107436843.97671014,249.0952142752301,216.45439568254253,11,8,8,16.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0
755,14807.996265164533,30973831.3374,84480.0,84464378.79978946,216.8168193619265,177.85053367100448,11,8,8,16.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0
756,18199.092393188894,32111064.5715,84480.0,89585005.73784813,224.77745200040133,218.08558055385055,11,8,8,16.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0
757,16661.317391468143,29030682.5239,84480.0,96240600.5025034,203.2147776670896,199.6275114717712,11,8,8,16.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0
758,16354.044296704506,29719455.552,84480.0,96440524.44443898,208.03618886413457,196.04735423258333,11,8,8,16.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0
759,17063.33876087358,43710797.9812,84480.0,82933392.52713202,305.9755858685689,205.60267929382275,11,8,8,16.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
760,14715.356792990166,39854091.7751,84480.0,54764118.54386552,278.97864242579783,177.48976604422307,11,8,8,16.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
761,11652.702282306556,41702268.5582,84480.0,33798316.50796934,291.9158799075216,141.38989301863256,11,8,8,16.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0
762,10999.903180218707,58758980.9954,84480.0,36041192.67525461,411.31286696803903,135.0759475282522,11,8,8,16.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
763,8201.818791871083,11581904.1416,18480.0,46908890.91574293,81.07332899133661,448.2084480986158,15,7,7,4.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
764,6032.282378588501,11278974.021,18480.0,34854475.11942918,78.95281814722802,330.6945452779074,15,7,7,4.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
765,5540.0831774204935,10657465.2962,18480.0,30782975.110945817,74.60225707309526,303.8249693990037,15,7,7,4.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
766,6534.267988211933,11488969.2078,18480.0,32288016.650470182,80.4227844544088,357.9378123737198,15,7,7,4.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
767,5902.077362565502,10390299.1678,18480.0,33144155.441644423,72.73209417459084,323.3122000400484,15,7,7,4.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
768,5913.834619341469,10116949.7027,18480.0,33775078.19408281,70.81864791872924,323.8448737694912,15,7,7,4.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
769,6220.301719063567,14543832.1912,18480.0,30127900.844706528,101.8068253385318,342.1054407143993,15,7,7,4.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
770,5560.295223660632,13643366.2055,18480.0,23016860.13921213,95.50356343884042,306.0497179166381,15,7,7,4.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
771,6079.962427746338,16000345.3285,18480.0,23575367.316610437,112.0024172998299,335.06303274059354,15,7,7,4.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
772,5322.026337982744,15690298.6013,18480.0,18628656.08215713,109.83209020886946,293.9317331272518,15,7,7,4.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
773,4870.301488403656,16619128.5888,18480.0,20124852.704692,116.33390012146025,269.8395773011426,15,7,7,4.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
779,124179.2689811219,204846324.4862,427680.0,884518049.241628,1433.924271403316,293.7083643203452,17,11,11,12.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0
